URL,Date,View ID,City,Metro,Region,Country,Latitude,Longitude,Segment - Monthly Users,Monthly Users,Account,Web Property,View (Profile),Device,Operating System,Segment - Signed In,Segment - Streaming User,Segment - LiveStream User,Segment - Passport User,Event Category,Event Label,Event Action,Total Events,Event Value,Program,Show Name,Video Name,TP Media ID,Media Manager Content ID,Video Type,Audiences,Originating Station,Sessions,Session Duration,New Users,Daily Users,Platform,Station,MMG,OSBE,Joint Licensee?,Licensee type
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-08,89288801-1,Medway,Boston MA-Manchester NH,Massachusetts,United States,42.1418,-71.3967,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - MVOD iOS App,Apple Tree Yard | Episode One | 3069732674 | full_length,MediaStart,1,,Apple Tree Yard,Apple Tree Yard,Episode One,3069732674,912e3ded-51d4-4b17-b475-ec14f8867049,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-10,89288801-1,Mattapoisett,Boston MA-Manchester NH,Massachusetts,United States,41.6616,-70.8151,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,TRUE,TRUE,Video – Livestream iOS App,Livestream,MediaStart,3,,Livestream,,,,,,,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-02,89288801-1,Weymouth,Boston MA-Manchester NH,Massachusetts,United States,42.2181,-70.941,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - iOS App,Poldark | Morwenna | 3005701856 | clip,MediaStart,1,,Poldark,,Morwenna,3005701856,,clip,,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-10,89288801-1,Medway,Boston MA-Manchester NH,Massachusetts,United States,42.1418,-71.3967,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video - MVOD iOS App,Nature | The Mighty Weasel | 3038323554 | full_length,MediaStop,1,8,Nature,Nature,The Mighty Weasel,3038323554,04551b49-9da1-41b0-a8d8-1d1faca6b1e2,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-01,89288801-1,Boston,Boston MA-Manchester NH,Massachusetts,United States,42.3601,-71.0589,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - iOS App,PBS NewsHour | CIA drone strike kills al-Qaida leader in Kabul | 3070506192 | clip,MediaStart,2,,PBS NewsHour,,CIA drone strike kills al-Qaida leader in Kabul,3070506192,,clip,,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-20,89288801-1,Middleborough,Boston MA-Manchester NH,Massachusetts,United States,41.893,-70.9108,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,FALSE,TRUE,FALSE,TRUE,Video - iOS App,PBS Short Film Festival | Grilled Queso | 3069114629 | full_length,MediaStart,1,,PBS Short Film Festival,PBS Short Film Festival,Grilled Queso,3069114629,a0bbc0b3-3107-4b5f-9b7c-45df2c626980,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-07,89288801-1,Waltham,Boston MA-Manchester NH,Massachusetts,United States,42.3765,-71.2356,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,mobile,iOS,TRUE,TRUE,FALSE,TRUE,Video - iOS App,The Boleyns: A Scandalous Family | Episode 2 Preview | Desire | 3068898777 | preview,MediaStart,1,,The Boleyns: A Scandalous Family,,Episode 2 Preview,3068898777,,3068898777,,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-04,89288801-2,Boston,Boston MA-Manchester NH,Massachusetts,United States,42.3601,-71.0589,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - Android,mobile,Android,TRUE,TRUE,FALSE,FALSE,Video - MVOD Android App,COBRA | Episode 1 | 3064318409 | full_length,MediaStop,1,451,COBRA,COBRA,Episode 1,3064318409,e79a76c5-501a-4bc6-8433-26288cf5d4e0,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-11,89288801-1,Franklin,Boston MA-Manchester NH,Massachusetts,United States,42.0834,-71.3967,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,mobile,iOS,TRUE,TRUE,FALSE,FALSE,Video - iOS App,PBS NewsHour | Queen Elizabeth - A Royal Life | 3071692844 | full_length,MediaStop,1,8,PBS NewsHour,PBS NewsHour,Queen Elizabeth - A Royal Life,3071692844,abf4b2fa-a206-4a83-9445-a83e6d6a1d47,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-13,89288801-1,Bellingham,Boston MA-Manchester NH,Massachusetts,United States,42.0868,-71.4746,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - MVOD iOS App,Grantchester | Episode 5 | 3069696664 | full_length,MediaStart,3,,Grantchester,Grantchester,Episode 5,3069696664,897dc517-7246-4f5f-8fc0-72384cef4ff6,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-01,89288801-1,Medway,Boston MA-Manchester NH,Massachusetts,United States,42.1418,-71.3967,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - iOS App,Margaret: The Rebel Princess | Episode 1 | 3019279697 | full_length,MediaStart,1,,Margaret: The Rebel Princess,Margaret: The Rebel Princess,Episode 1,3019279697,fa34bfe7-9b30-4ec6-9a78-87dd59bfb04a,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-21,89288801-1,Boston,Boston MA-Manchester NH,Massachusetts,United States,42.3601,-71.0589,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - MVOD iOS App,What to Do When Someone Dies | Episode 2 | 3067176250 | full_length,MediaStart,1,,What to Do When Someone Dies,What to Do When Someone Dies,Episode 2,3067176250,d056e800-17be-4b5b-8cac-2c0735eab04d,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-28,89288801-1,Medway,Boston MA-Manchester NH,Massachusetts,United States,42.1418,-71.3967,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video - MVOD iOS App,Line of Separation | Episode 3 | 3046882964 | full_length,MediaStop,2,2892,Line of Separation,Line of Separation,Episode 3,3046882964,9e4e6b9b-08d3-4f5a-b720-e6471c699177,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-24,89288801-2,Boston,Boston MA-Manchester NH,Massachusetts,United States,42.3601,-71.0589,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - Android,mobile,Android,FALSE,TRUE,FALSE,FALSE,Video - Android App,Nature | Running With The Herd: The Recovery | A NATURE Short Film | 3046436523 | full_length,MediaStart,1,,Nature,Nature,Running With The Herd: The Recovery,3046436523,6996c41f-c774-4e69-ac21-b9990bad602c,3046436523,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-26,89288801-2,North Reading,Boston MA-Manchester NH,Massachusetts,United States,42.5751,-71.0787,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - Android,mobile,Android,TRUE,TRUE,FALSE,FALSE,Video - MVOD Android App,America's Test Kitchen | Nutritious and Delicious | 3061537113 | full_length,MediaStop,2,1436,America's Test Kitchen,America's Test Kitchen,Nutritious and Delicious,3061537113,dcdc2c4b-5cea-47c0-9f72-54ac8e3fea04,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-10,89288801-1,Old Saybrook,Hartford & New Haven CT,Connecticut,United States,41.296,-72.3845,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - MVOD iOS App,The Tunnel | Episode 1 | 3001705855 | full_length,MediaStart,1,,The Tunnel,The Tunnel,Episode 1,3001705855,a3358db2-3ea0-4fe9-ba69-721637dff202,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-15,89288801-1,Stonington,Hartford & New Haven CT,Connecticut,United States,41.3359,-71.9059,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - MVOD iOS App,Endeavour | Fugue | 2365041982 | full_length,MediaStart,1,,Endeavour,Endeavour,Fugue,2365041982,fbbd35fb-597c-4cfd-8a44-bd27476ca62a,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-16,89288801-1,Old Saybrook,Hartford & New Haven CT,Connecticut,United States,41.296,-72.3845,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video - MVOD iOS App,Grantchester | Episode 3 | 3059908134 | full_length,MediaStop,1,3569,Grantchester,Grantchester,Episode 3,3059908134,09076117-7099-4e99-bbd4-103674ae1921,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-24,89288801-2,Waltham,Boston MA-Manchester NH,Massachusetts,United States,42.3765,-71.2356,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - Android,mobile,Android,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,1,1359,,1,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-22,90401636,Richmond,"Providence-New Bedford,MA",Rhode Island,United States,41.4945,-71.6708,,,PBS OTT Apps,PBS for Amazon Fire TV App,PBS for Amazon Fire TV App,mobile,Android,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,1,93,,1,OTT,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-31,92301543,Portsmouth,"Providence-New Bedford,MA",Rhode Island,United States,41.6023,-71.2503,,,PBS OTT Apps,PBS for Android TV app,PBS for Android TV app,mobile,Android,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,1,2494,1,1,OTT,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-01,68900583,Boston,Boston MA-Manchester NH,Massachusetts,United States,42.3601,-71.0589,,,PBS OTT Apps,PBS for Roku App,PBS for Roku App,desktop,(not set),TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,1,313,,1,OTT,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-04,89288801-2,Westerly,"Providence-New Bedford,MA",Rhode Island,United States,41.3776,-71.8273,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - Android,mobile,Android,TRUE,TRUE,FALSE,TRUE,Video - MVOD Android App,All Creatures Great and Small | Episode 5 | 3062286881 | full_length,MediaStart,2,,All Creatures Great and Small,All Creatures Great and Small,Episode 5,3062286881,7de47dd1-befd-4a02-9d1c-502b77ec2b2e,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-02,89288801-1,Tiverton,"Providence-New Bedford,MA",Rhode Island,United States,41.6259,-71.2134,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,FALSE,TRUE,FALSE,TRUE,Video - iOS App,In Their Own Words | Queen Elizabeth II | 2365551016 | full_length,MediaStart,1,,In Their Own Words,In Their Own Words,Queen Elizabeth II,2365551016,89805199-df71-4485-986a-0c0f6b4ef670,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-03,89288801-1,Warwick,"Providence-New Bedford,MA",Rhode Island,United States,41.7001,-71.4162,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video - MVOD iOS App,Hotel Portofino | Invitations | 3066954722 | full_length,MediaStop,1,1585,Hotel Portofino,Hotel Portofino,Invitations,3066954722,e044fa67-71b4-4a60-95f6-fba4fa508932,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-28,89288801-2,North Kingstown,"Providence-New Bedford,MA",Rhode Island,United States,41.5568,-71.4537,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - Android,mobile,Android,TRUE,TRUE,FALSE,TRUE,Video - Android App,"Antiques Roadshow | RECUT: Out of this World, Part 2 | 3055990104 | full_length",MediaStart,1,,Antiques Roadshow,Antiques Roadshow,"RECUT: Out of this World, Part 2",3055990104,d54a7833-08b1-4b6b-9420-dcee4bcad203,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-28,89288801-2,Newport,"Providence-New Bedford,MA",Rhode Island,United States,41.4901,-71.3128,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - Android,tablet,Android,TRUE,TRUE,FALSE,TRUE,Video - Android App,Guilt | Season 2 Preview | 3070092553 | preview,MediaStart,1,,Guilt,,Season 2 Preview,3070092553,,preview,,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-14,89288801-1,Providence,"Providence-New Bedford,MA",Rhode Island,United States,41.824,-71.4128,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video - iOS App,The Green Planet | Tropical Worlds | 3068354677 | full_length,MediaStop,1,3355,The Green Planet,The Green Planet,Tropical Worlds,3068354677,176059a3-3b88-4772-8148-64f8b9a9653b,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-08-20,89288801-1,Tiverton,"Providence-New Bedford,MA",Rhode Island,United States,41.6259,-71.2134,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video - iOS App,"Washington Week | Washington Week full episode, August 19, 2022 | 3071090709 | full_length",MediaStop,1,967,Washington Week,Washington Week,"Washington Week full episode, August 19, 2022",3071090709,e02330a6-280c-426a-8818-8dff19f00c1b,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-20,89288801-1,Providence,"Providence-New Bedford,MA",Rhode Island,United States,41.824,-71.4128,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video - MVOD iOS App,Grantchester | Episode 6 | 3069696771 | full_length,MediaStop,2,1591,Grantchester,Grantchester,Episode 6,3069696771,c3a7096a-f803-4817-9eab-66b5075a0d25,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-07,89288801-1,Newport,"Providence-New Bedford,MA",Rhode Island,United States,41.4901,-71.3128,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,mobile,iOS,TRUE,TRUE,FALSE,TRUE,Video - MVOD iOS App,Sanditon | Episode 1 | 3036649403 | full_length,MediaStart,9,,Sanditon,Sanditon,Episode 1,3036649403,0a047841-d950-4186-b6e4-397afe3e224d,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-12,89288801-1,Middletown,"Providence-New Bedford,MA",Rhode Island,United States,41.5218,-71.2835,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - iOS App,"PBS NewsHour | September 12, 2022 - PBS NewsHour full episode | 3071776250 | full_length",MediaStart,1,,PBS NewsHour,PBS NewsHour,"September 12, 2022 - PBS NewsHour full episode",3071776250,e39266be-3cc0-4d77-8fc0-121558d51d82,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-07-12,89288801-1,Smithfield,"Providence-New Bedford,MA",Rhode Island,United States,41.922,-71.5495,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - MVOD iOS App,Grantchester | Episode 4 | 3002553608 | full_length,MediaStart,1,,Grantchester,Grantchester,Episode 4,3002553608,84e5b2e9-c6af-48bd-a97c-a73e66f17ec1,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-11,89288801-1,Providence,"Providence-New Bedford,MA",Rhode Island,United States,41.824,-71.4128,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video – Livestream iOS App,Livestream,MediaStop,2,27,Livestream,,,,,,,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-04,89288801-1,Providence,"Providence-New Bedford,MA",Rhode Island,United States,41.824,-71.4128,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - iOS App,Guilt | Episode 2 | 3071162170 | full_length,MediaStart,1,,Guilt,Guilt,Episode 2,3071162170,421a2548-a759-4208-85aa-1d2c7030e6a6,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-27,89288801-1,Tiverton,"Providence-New Bedford,MA",Rhode Island,United States,41.6259,-71.2134,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,TRUE,Video - iOS App,Lucy Worsley Investigates | The Black Death | 3066583480 | full_length,MediaStart,1,,Lucy Worsley Investigates,Lucy Worsley Investigates,The Black Death,3066583480,4857274f-0300-4db0-b022-e8a68165e0f0,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
https://image.pbs.org/stations/wsbe-color-cobranded-logo-KcZIhcA.png,2022-09-10,89288801-1,Newport,"Providence-New Bedford,MA",Rhode Island,United States,41.4901,-71.3128,,,PBS Mobile Apps,PBS for Mobile Apps - SDK,PBS General Audience Mobile app - iOS,tablet,iOS,TRUE,TRUE,FALSE,FALSE,Video - iOS App,Zelenskyy: The Man Who Took On Putin | Zelenskyy: The Man Who Took On Putin | 3065620027 | full_length,MediaStop,1,1516,Zelenskyy: The Man Who Took On Putin,Zelenskyy: The Man Who Took On Putin,Zelenskyy: The Man Who Took On Putin,3065620027,dfb79c86-4d55-4548-a371-7d15b942556b,full_length,national,,,,,,Mobile,WSBE,No,No,TV only,Community
